movies,year,genre,rating,brief summary,votes,director,actor,count_actors,count_directors,rating category,voting category
Jo Koy: Live from Seattle,2017,Comedy            ,7.2,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you about it.",1218,Shannon Hartman,Jo Koy,1,1,High,Popular
Hong quan yu yong chun,1974,"Action, Drama            ",6.9,"When the ruling dynasty in China sends soldiers to destroy the Shaolin Temple, students use their martial arts to defend the school.",382,Cheh Chang,"Sheng Fu, Kuan",2,1,Moderate,Average
Trese After Dark,2021,"Documentary, Short            ",6.2,"Stars and creators gather to discuss ""Trese"", from its Filipino folklore inspirations to the comic's beginnings and its journey to an anime series.",9,Gio Puyat,"Yvette Tan, Atom Araullo, Jay Oliva, Tanya Yuson",4,1,Moderate,Unknown
III,2015,"Drama, Horror, Thriller            ",4.8,"A small European town, where sisters Ayia and Mirra live, gets struck down by an unknown disease which takes many lives. Following their mother's death, the younger sister falls ill. Having...                See full summary »",1750,Pavel Khvaleev,"Polina Davydova, Lyubov Ignatushko, Evgeniy Gagarin, Andrey Abramichev",4,1,Low,Popular
Hondros,2017,"Documentary, Biography, War            ",7.6,HONDROS follows the life and career of famous war photographer Chris Hondros by exploring the poignant and often surprising stories behind this award-winning photojournalist's best-known ...                See full summary »,408,Greg Campbell,"Pancho Bernasconi, Greg Campbell, Chris Hondros, Justin Merriman",4,1,High,Average
Loudon Wainwright III: Surviving Twin,2018,"Documentary, Music            ",7.1,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,89,Christopher Guest,Loudon Wainwright III,1,1,High,Unknown
Joshua: Teenager vs. Superpower,2017,Documentary            ,7.1,"When the Chinese Communist Party backtracks on its promise of autonomy to Hong Kong, teenager Joshua Wong decides to save his city. Rallying thousands of kids to skip school and occupy the ...                See full summary »",1379,Joe Piscatella,Joshua ,1,1,High,Popular
ETXR,2014,"Adventure, Music, Sci-Fi            ",4.1,"Bix the Bug is a DJ who comes into possession of a Teslascope -- Nikola Tesla's legendary invention, which he claims was capable of receiving signals from Extra Terrestrial worlds.",199,Trevor Sands,"Samuel Hunt, Jeremy Luke, Levi Fiehler, Brianne Howey",4,1,Low,Average
Singel 39,2019,"Comedy, Romance            ",6.1,"A hard-nosed, spouseless cardiac surgeon finds herself reconsidering her career-driven life choices as she bonds with her lighthearted new artist neighbor.",827,Frank Krom,"Lies Visschedijk, Waldemar Torenstra, Eva van de Wijdeven, Rebecca Bakker",4,1,Moderate,Average
Dance Dreams: Hot Chocolate Nutcracker,2020,"Documentary, Family            ",7.1,"Behind-the-scenes at the Debbie Allen Dance Academy and their award-winning version of The Nutcracker, which blends a variety of dance traditions.",277,Oliver Bokelberg,"Debbie Allen, Tichina Arnold, Vivian Nixon, Kylie Jefferson",4,1,High,Average
My Friend Rockefeller,2015,"Documentary, Biography, Crime            ",6.2,"Portrait of Christian Gerhartsreiter, who posed as a Rockefeller heir for decades, but who was, in fact, a con artist and a murderer.",677,Steffi Kammerer,"Christian Karl Gerhartsreiter, Dan Banks, Sandra Boss, Meredith Brucker",4,1,Moderate,Average
Winx Club: Il mistero degli abissi,2014,"Animation, Action, Adventure            ",5.9,"The Winx Club is struggling with a terrible mystery that will make your heart beat faster! The archenemies of the Winx Club, the Trix witches, team up with the evil nymph Politea and find ...                See full summary »",682,Iginio Straffi,"Alberto Bognanni, Letizia Ciampa, Domitilla D",3,1,Moderate,Average
Ya-soo,2006,"Action, Crime, Drama            ",6.3,"Jang is a homicide detective who likes to use violence with criminals, while Oh is a prosecutor who believes in the importance of evidence. After the murder of his younger half-brother ...                See full summary »",794,Seong,Sang,1,1,Moderate,Average
Dark Chocolate,2016,"Crime, Thriller            ",4.2,"Inspired by a true event, the discovery of a charred corpse in the woods leads to a high-profile murder investigation.",224,Agnidev Chatterjee,"Mahima Chaudhry, Sudip Chatterjee, Riya Sen, Mumtaz Sorcar",4,1,Low,Average
Vilas: Serás lo que debas ser o no serás nada,2020,"Documentary, Biography, Sport            ",7.2,"An Argentine journalist strives to prove that his countryman, Guillermo Villas, was wrongly denied the No.1 world ranking in the 1970s.",589,Matías Gueilburt,"Boris Becker, Björn Borg, Marian Ciulpan, Roger Federer",4,1,High,Average
Russell Peters: Notorious,2013,Comedy            ,7.1,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unstrapped in this outrageous stand-up appearance in Sydney, Australia.",1610,David Higby,Russell Peters,1,1,High,Popular
Fortune Feimster: Sweet & Salty,2020,Comedy            ,6.9,"Southern-born comedian Fortune Feimster recalls her childhood misadventures as a former Girl Scout, debutante and (disqualified) swim meet champion, and her family's complicated relationship with Hooters.",791,Krysia Plonka,"Fortune Feimster, Henry Gelinas",2,1,Moderate,Average
Prague,2013,"Horror, Mystery, Romance            ",5.6,"A psychological thriller about an upcoming architect's tryst with the city, a girl he meets there, friends who follow him from India and his past which continuously controls his present and eventually shapes his fate.",359,Ashish R,"Chandan Roy Sanyal, Arfi Lamba, Kumar Mayank, Sonia Bindra",4,1,Moderate,Average
Le nozze di Laura,2015,Drama            ,6.1,Plot not Available,57,Pupi Avati,"Marta Iagatti, Valentino Agunu, Lina Sastri, Neri Marcorè",4,1,Moderate,Unknown
Wanda Sykes: Not Normal,2019,Comedy            ,7.2,"Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.",1650,Linda Mendoza,Wanda Sykes,1,1,High,Popular
Geez & Ann,2021,"Drama, Romance            ",5.1,They first met at an alumni event. The first meeting was very memorable for the dreamer Ann and the mysterious Geez.,211,Rizki Balki,"Junior Roberts, Hanggini, Roy Sungkono, Shenina Cinnamon",4,1,Moderate,Average
Cellmates,2011,"Comedy, Drama            ",5.6,"Leroy Lowe, grand dragon of the Texas Ku Klux Klan confronts everything he's been taught to hate when he's sentenced to three years of hard labor on a prison work farm, where Warden ...                See full summary »",581,Jesse Baget,"Tom Sizemore, Stacy Keach, Kevin P",3,1,Moderate,Average
Blood Brother,2013,Documentary            ,8.3,Documentarian visits best friend in India to see the mutual unconditional love that keeps his buddy bonded to a village hostel housing AIDS-afflicted children.,1618,Steve Hoover,"Rocky Braat, Steve Hoover, Anitha, Devi",4,1,High,Popular
Colin Quinn: Red State Blue State,2019,Comedy            ,7.6,Comedian Colin Quinn talks about American politics and how divided the country is.,632,Bobby Moresco,Colin Quinn,1,1,High,Average
71st Golden Globe Awards,2014,News            ,7.2,The Hollywood Foreign Press Association's 71 annual event honoring excellence in film and television.,888,Louis J,"Tina Fey, Amy Poehler, Jennifer Lawrence, Jacqueline Bisset",4,1,High,Average
The CEO,2016,Mystery            ,5.8,Five top level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named The CEO.,109,Kunle Afolayan,"Angélique Kidjo, Nico Panagio, Jimmy Jean",3,1,Moderate,Average
Bikya,2018,"Comedy, Drama            ",4.5,"An international organization tries to kidnap Mustafa, an Egyptian cancer and AIDS medicine researcher.",105,Mohamed Hamdy,"Muhammad Ragab, Ayten Amer, Hasan Abdulfattah, Sabri Abdulmonem",4,1,Low,Average
Joe Rogan: Live,2006,"Documentary, Comedy            ",7.3,"Regardless of Joe Rogan's success on television with the Ultimate Fighting Championship or hosting Fear Factor or co-starring in NewsRadio, his true love is stand-up comedy. With more than ...                See full summary »",1206,Michael Blieden,"Joe Rogan, Joey Diaz",2,1,High,Popular
Shuddhi,2017,"Crime, Drama, Thriller            ",7.9,An American in India befriends two journalists who are fighting against the country's lenient juvenile justice act; her trip turns into a spiritual journey.,376,Adarsh Eshwarappa,"Lauren Spartano, Niveditha, Amrutha Karagada, Niranjan Bopanna",4,1,High,Average
"Rob Schneider: Asian Momma, Mexican Kids",2020,Comedy            ,5.5,Comedian Rob Schneider gives viewers a look at his family and personal life through humorous anecdotes about potty training his young daughters as well as his own pig potential and a surprise duet performance with his daughter.,654,Tyler Spindel,"Elle King, Rob Schneider",2,1,Moderate,Average
Kathleen Madigan: Bothering Jesus,2016,Comedy            ,7.0,"Once again Kathleen's standup is beyond hysterical where she riffs on drinking, Jesus, her large and funny family, Ireland, Missouri ( Her home state) and her views on life!",499,Lorene Machado,Kathleen Madigan,1,1,High,Average
Kaattu,2017,Drama            ,7.0,"Set in the rustic terrains during the late 70s, movie is a slice-of-life tale with lead characters inspired from the short stories of veteran P. Padmarajan.",207,Arun Kumar,"Murali Gopy, Asif Ali, Unni Rajan P",3,1,High,Average
De Reünie,2015,"Drama, Mystery            ",5.6,"Sabine is looking for the truth behind the disappearance of her best friend twenty years ago. An encounter with Olaf, a handsome man she met in her teenage years, and the announcement of a high school reunion turns her life upside down.",570,Menno Meyjes,"Thekla Reuten, Daan Schuurmans, Marie",3,1,Moderate,Average
Supermodel,2015,Drama            ,4.3,A young girl from the Brooklyn housing projects goes from the subway to the runway becoming one of the most sought after models in the fashion industry. But in the high stakes world of ...                See full summary »,93,Shawn Baker,"Datari Turner, Sessilee Lopez, Tyson Beckford, Tatyana Ali",4,1,Low,Unknown
10 Days in Sun City,2017,"Adventure, Comedy, Romance            ",5.1,"A globetrotting traveler, Akpos, brings his girlfriend to the land of South Africa in this adventure.",58,Adze Ugah,"Gbenro Ajibade, Ali Baba, Fathia Balogun, Jaun de Jager",4,1,Moderate,Unknown
Welcome to Buteaupia,2020,Comedy            ,7.1,"Letting loose with a goblet of frosé in hand, Michelle Buteau delivers a dynamic hour of comedy that delves into parenthood, cultural difference, and the overlooked value of short men.",440,Page Hurwitz,Michelle Buteau,1,1,High,Average
21 Days Under the Sky,2016,Documentary            ,6.7,"4 bikers pull an ""Easy rider"". How it used to be or at least how it was for me.",252,Michael Schmidt,"Troy Critchlow, Gentry Dayton, Tom Fugle, Ryan Grossman",4,1,Moderate,Average
Stai lontana da me,2013,Comedy            ,5.8,"Jacopo is a very unlucky man, untill he meet Sara at a wedding party. And then his whole life changes. And so hers. Especially hers.",708,Alessio Maria Federici,"Enrico Brignano, Ambra Angiolini, Anna Galiena, Giampaolo Morelli",4,1,Moderate,Average
Epilogue: The Punchline,2019,"Short, Comedy            ",7.6,Dave's encore from his special Sticks and Stones.,37,Stan Lathan,Dave Chappelle,1,1,High,Unknown
Russell Howard: Recalibrate,2017,Comedy            ,7.4,"Comedian Russell Howard brings his manic energy to a new stand-up special that tackles politics, childhood and why he's a jerk.",1375,Russell Howard,Russell Howard,1,1,High,Popular
Demetri Martin: The Overthinker,2018,Comedy            ,7.2,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",1553,Jay Karas,Demetri Martin,1,1,High,Popular
"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America",2016,"Documentary, Music            ",7.5,"Rocknroll concert doc following the Stones on their 2016 tour, culminating in their historic stop in Havana, Cuba.",1257,Paul Dugdale,"Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood",4,1,High,Popular
Ulvenatten,2008,"Action, Drama, Thriller            ",5.6,"Under a live TV debate a group of Chechen takes several hostages, and demands that it is shown live across the world. We follow the dram from 22 at night to 08 next morning.",582,Kjell Sundvall,"Anneke von der Lippe, Dejan Cukic, Jørgen Langhelle, Christian Skolmen",4,1,Moderate,Average
Akhir Kisah Cinta Si Doel,2020,"Drama, Romance            ",6.7,"The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.",119,Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha, Mandra",4,1,Moderate,Average
